accredited_provider_name,accredited_provider_code,training_provider_name,training_provider_code,academic_year_code
Tes Institute,H40,Teach in Kent,26J,2023
Tes Institute,H40,TTTC (Thurrock Teacher Training Company),1CN,2023
The Cambridge Partnership,C03,Acorns Early Years Training Centre,2CV,2023
The Cambridge Partnership,C03,Cambridge Meridian Academies Trust & Swavesey Village College,2KU,2023
The Cambridge Partnership,C03,CMAT Stamford Welland Academy,9J1,2023
The Cambridge Partnership,C03,Greenwood Academies Trust,1EX,2023
The Cambridge Partnership,C03,Lawrence Sheriff School,1GH,2023
The Cambridge Partnership,C03,Nene Park Academy,6N8,2023
The Cambridge Partnership,C03,Springwood High School,1U4,2023
The Cambridge Partnership,C03,The Ferrers School,3F3,2023
The Grand Union Training Partnership,G60,Sponne School,1PJ,2023
The Havering Teacher Training Partnership,H17,Hall Mead School,1GJ,2023
The John Taylor SCITT,24V,John Taylor High School,1L6,2023
The John Taylor SCITT,24V,The de Ferrers Trust,1E2,2023
The John Taylor SCITT,24V,William Shrewsbury Primary Partnership,2FM,2023
The Learning Institute South West,L19,The Learning Institute South West [School Direct],28N,2023
The Manchester Metropolitan University,M40,Arch Alliance - All Souls' CE Primary,1XK,2023
The Manchester Metropolitan University,M40,Blessed Thomas Holford Catholic College,1YR,2023
The Manchester Metropolitan University,M40,Boarshaw Community Primary School,2LJ,2023
The Manchester Metropolitan University,M40,Manchester Trusts and Schools Alliance,1JR,2023
The Manchester Metropolitan University,M40,Salford Alliance of Learning Schools,2F8,2023
The Manchester Metropolitan University,M40,Teach Manchester,1HJ,2023
The Manchester Metropolitan University,M40,The Education Learning Trust,1OJ,2023
The OAKS (Ormiston and Keele SCITT),24P,Brine Leas School,18U,2023
The OAKS (Ormiston and Keele SCITT),24P,Fairfax Academy,9J3,2023
The OAKS (Ormiston and Keele SCITT),24P,Ormiston Sir Stanley Matthews Academy,1UV,2023
The OAKS (Ormiston and Keele SCITT),24P,The OAKS Norfolk,4T7,2023
The OAKS (Ormiston and Keele SCITT),24P,The OAKS Suffolk,4T6,2023
The Royal Borough of Windsor and Maidenhead SCITT,1WM,Windsor Teaching Alliance,23R,2023
The Sheffield SCITT,S97,Hungerhill School,298,2023
The Sheffield SCITT,S97,Mercia Learning Alliance,13C,2023
The South Downs SCITT,2AZ,The South Downs School Direct Partnership,2GH,2023
The Tommy Flowers SCITT,1YK,Bedgrove Infant School,1YP,2023
Titan Partnership Ltd,T30,Aston Manor Academy,1F2,2023
TKAT SCITT,K13,Chichester High School,2GC,2023
TKAT SCITT,K13,Debden Park High School,2AP,2023
TKAT SCITT,K13,TKAT (School Direct),2G5,2023
Two Mile Ash ITT Partnership,T89,Ashmead Combined School,289,2023
Two Mile Ash ITT Partnership,T89,Pen Green Centre for Children and Their Families,21P,2023
Two Mile Ash ITT Partnership,T89,Two Mile Ash School,1WY,2023
"UCL, University College London",U80,Academies Enterprise Trust: London,2CH,2023
"UCL, University College London",U80,Beal High School (NELTA),1NA,2023
"UCL, University College London",U80,Catholic Schools' Partnership,134,2023
"UCL, University College London",U80,Eleanor Palmer Primary School,14F,2023
"UCL, University College London",U80,North London New River Teaching Alliance,1JV,2023
"UCL, University College London",U80,Teach Wimbledon,1ZO,2023
"UCL, University College London",U80,The Compton School,19P,2023
"UCL, University College London",U80,West London Teacher Training Alliance (Secondary),2BV,2023
University College Birmingham,B35,Riverley Primary School,2LF,2023
University of Bedfordshire,B22,Active Teacher Training,2KL,2023
University of Bedfordshire,B22,ATT Partnership,2CZ,2023
University of Bedfordshire,B22,Goldington Academy,2DM,2023
University of Bedfordshire,B22,Middlefield Primary Academy,1C2,2023
University of Bedfordshire,B22,Redborne Upper School And Community College,1R7,2023
University of Bedfordshire,B22,Thorndown Primary School,2LV,2023
University of Birmingham,B32,Chadsgrove Training School,17A,2023
University of Birmingham,B32,Hales Valley Teaching Hub,18E,2023
University of Birmingham,B32,Manor Primary School,1QO,2023
University of Birmingham,B32,Prince Albert Junior and Infant School,2JO,2023
University of Birmingham,B32,St Paul's Caritas Christi,242,2023
University of Birmingham,B32,Victoria Academies Trust,24Y,2023
University of Birmingham,B32,Windsor Academy Trust,2HE,2023
University of Birmingham,B32,Wood Green ITT Alliance,1O7,2023
University of Brighton,B72,Bohunt Education Trust,1DP,2023
University of Brighton,B72,Oriel ITT Partnership,2LR,2023
University of Brighton,B72,St. Mary's Learning Alliance,2BJ,2023
University of Brighton,B72,Swale Academies Trust,14H,2023
University of Brighton,B72,Torfield School,1YE,2023
University of Brighton,B72,Valley Invicta Teacher Training (VITT),1CU,2023
University of Brighton,B72,Wealden Partnership,1Z2,2023
University of Bristol,B78,Bristol Cathedral,2HN,2023
University of Bristol,B78,North Somerset Teaching Alliance,16Z,2023
University of Chester,C55,Cheshire Leadership & Teaching Alliance,144,2023
University of Chester,C55,Severn Training and Schools Alliance,1B5,2023
University of Chester,C55,Wade Deacon Trust,1KQ,2023
University of Chichester,C58,Bitterne Park Teacher Training Alliance,1F6,2023
University of Chichester,C58,Bohunt Education Trust,1DP,2023
University of Cumbria,C99,Blackburn Team Alliance,1UC,2023
University of Cumbria,C99,"everyonelearning@ Hawthorns, Kingfisher, Mossley Hollins Teaching Partnership",2A1,2023
University of Cumbria,C99,Hackney Teaching Schools' Alliance,1V9,2023
University of Cumbria,C99,Learning Futures Partnership,1UY,2023
University of Cumbria,C99,Omega Teaching Partnership,1L2,2023
University of Cumbria,C99,School Direct at The Great Schools Trust,2R7,2023
University of Cumbria,C99,Teach Heart Alliance,1D8,2023
University of Cumbria,C99,Teach Manchester,1HJ,2023
University of Cumbria,C99,"Teach North West, SS Simon and Jude Alliance",14T,2023
University of Derby,D39,Alfreton Nursery School,2C2,2023
University of Derby,D39,BTSA (Bart’s Training and Support Alliance),14D,2023
University of Derby,D39,Diverse Association for Professional Learning (formerly TVTSA),12K,2023
University of Derby,D39,Fairfields School,1L3,2023
University of Derby,D39,Landau Forte Teacher Training,186,2023
University of Derby,D39,Loughborough Learning Alliance,195,2023
University of Derby,D39,Nottingham Catholic Initial Teacher Training Partnership,1YD,2023
University of Derby,D39,REAch Teach Primary Partnership,1QU,2023
University of Derby,D39,Rowan Gate Primary School,4G4,2023
University of Derby,D39,The Golden Thread Teaching School Hub,155,2023
University of East Anglia,E14,Creative Education Trust,5A1,2023
University of East Anglia,E14,Hartismere School,1GP,2023
University of East Anglia,E14,Northgate High School,3C4,2023
University of East Anglia,E14,Synergy,2D5,2023
University of East Anglia,E14,Thorpe St Andrew School and Sixth Form,1ZN,2023
University of East London,E28,Burnt Mill Academy,2GY,2023
University of East London,E28,Riverley Primary School,2LF,2023
University of East London,E28,Stepney All Saints Partnership,132,2023
University of Exeter,E84,Dartmoor Teacher Training Partnership,2BT,2023
University of Exeter,E84,Jurassic Coast Teacher Network,172,2023
University of Exeter,E84,Kernow Initial Teacher Education,21J,2023
University of Exeter,E84,TADSS ITT Partnership,26E,2023
University of Exeter,E84,Teach South West (WeST),16U,2023
University of Exeter,E84,TEAM Academy Trust,3T2,2023
University of Exeter,E84,The London-Exeter Partnership,L10,2023
University of Exeter,E84,Uffculme School,1TK,2023
University of Exeter,E84,Yeovil Area Teacher Training Alliance,28Y,2023
University of Gloucestershire,G50,Cleeve School,3B6,2023
University of Gloucestershire,G50,Forest of Dean Schools Direct (Formerly WGSP Schools Direct),2C1,2023
University of Gloucestershire,G50,Odyssey Learning Alliance,1ZB,2023
University of Gloucestershire,G50,The Cotswold Teacher Training Partnership,2EH,2023
University of Gloucestershire,G50,The Mead Academy Trust,1LE,2023
University of Greenwich,G70,Heronsgate Primary School,1EE,2023
University of Greenwich,G70,Teach Thurrock Primary Partnership,166,2023
University of Greenwich,G70,The Primary First Trust,2A3,2023
University of Greenwich,G70,Valley Invicta Teacher Training (VITT),1CU,2023
University of Hertfordshire,H36,AIM Alliance Schools,2FR,2023
University of Hertfordshire,H36,Chauncy Training Partnership,1RK,2023
University of Hertfordshire,H36,Hitchin Boys' School,1QY,2023
University of Hertfordshire,H36,Parmiter's School,1D5,2023
University of Hertfordshire,H36,Richard Hale School/The Sele School Partnership,1N6,2023
University of Hertfordshire,H36,St Clement Danes School,3D3,2023
University of Hertfordshire,H36,The Challoner’s High Bucks Hub,2FX,2023
University of Hertfordshire,H36,The Wroxham School,12M,2023
University of Hertfordshire,H36,Watford Grammar School for Girls,12L,2023
University of Huddersfield,H60,Calderdale and Kirklees Teaching School Hub,1ZG,2023
University of Huddersfield,H60,Five Towns ITT Partnership,2FW,2023
University of Huddersfield,H60,Learners First Schools Partnership,1GX,2023
University of Huddersfield,H60,Valley Trust (formerly TRISIS),2HM,2023
University of Huddersfield,H60,Yorkshire Anglican Learning and Education Partnership,13J,2023
University of Hull,H72,Academies Enterprise Trust: Yorkshire & Humber,2CK,2023
University of Hull,H72,The Wonder Institute of Education,2HT,2023
University of Leicester,L34,Achieve with TELA,1R3,2023
University of Leicester,L34,Futures Teaching,2KR,2023
University of Leicester,L34,Hatton Centre for Education,1Y7,2023
University of Leicester,L34,LiFE MAT and Partners School Direct,1A4,2023
University of Leicester,L34,Lionheart Teach,1O8,2023
University of Leicester,L34,Southam Teaching Alliance,2BN,2023
University of Leicester,L34,Sparkenhoe School Direct,1RL,2023
University of Leicester,L34,Transforming Lives Educational Trust Initial Teacher Training (TLET ITT),1XO,2023
University of Manchester,M20,Blessed Thomas Holford Catholic College,1YR,2023
University of Manchester,M20,Hursthead Junior School Alliance,27X,2023
University of Manchester,M20,Salford Alliance of Learning Schools,2F8,2023
University of Manchester,M20,St Andrew's Alliance,2C7,2023
University of Manchester,M20,Teach Manchester,1HJ,2023
University of Newcastle Upon Tyne,N21,Cardinal Hume Catholic School,198,2023
University of Newcastle Upon Tyne,N21,Emmanuel Teacher Training Partnership,14U,2023
University of Newcastle Upon Tyne,N21,St Mary's Catholic School,2KN,2023
University of Newcastle Upon Tyne,N21,Whitley Bay Teacher Training,1HM,2023
University of Northampton,N38,Hatton Centre for Education,1Y7,2023
University of Northampton,N38,Upton Meadows Primary School,222,2023
University of Northumbria at Newcastle,N77,Benton Dene School,18O,2023
University of Northumbria at Newcastle,N77,North East Schools Teaching Alliance,1ZA,2023
University of Northumbria at Newcastle,N77,Northumbria Art and Design Partnership,2X6,2023
University of Northumbria at Newcastle,N77,Sunningdale School,23M,2023
University of Northumbria at Newcastle,N77,Teach North East,1D7,2023
University of Northumbria at Newcastle,N77,The Wider Ponteland Partnership,16S,2023
University of Northumbria at Newcastle,N77,Tyne Valley Alliance,16B,2023
University of Northumbria at Newcastle,N77,WISE Initial Teacher Training (WITT) School Direct,15Q,2023
University of Nottingham,N84,Creative Education Trust,5A1,2023
University of Nottingham,N84,The de Ferrers Trust,1E2,2023
University of Portsmouth,P80,Bohunt Education Trust,1DP,2023
University of Reading,R12,Calthorpe Park North East Hants and Surrey Borders Consortium,1UH,2023
University of Reading,R12,Collingwood College,1LJ,2023
University of Reading,R12,Court Moor Partnership,2J8,2023
University of Reading,R12,Forest Learning Alliance,1HW,2023
University of Reading,R12,Geoffrey Field Junior School,1QL,2023
University of Reading,R12,Maiden Erlegh Institute,1Y1,2023
University of Reading,R12,St Polycarp’s Educational Partnership,2EG,2023
University of Reading,R12,Teach Maidenhead,286,2023
University of Reading,R12,The Bracknell Forest Partnership,2FZ,2023
University of Reading,R12,The Trinity Partnership,1RM,2023
University of Reading,R12,The Wokingham Federation,152,2023
University of Reading,R12,Two Counties,26Q,2023
University of Sheffield,S18,Ashfield School ITT,2L9,2023
University of Sheffield,S18,Aston Community Education Trust,17U,2023
University of Sheffield,S18,Chorus Education Trust and Sheffield Teacher Training Alliance,1N5,2023
University of Sheffield,S18,Mercia Learning Alliance,13C,2023
University of Southampton,S27,Bitterne Park Teacher Training Alliance,1F6,2023
University of Southampton,S27,Island Teaching Alliance,2HQ,2023
University of Sunderland,S84,Darlington West Park Partnership,1DB,2023
University of Sunderland,S84,Durham Schools Together,2DP,2023
University of Sunderland,S84,Sunderland Nursery Schools,2JQ,2023
University of Sunderland,S84,Teach North East,1D7,2023
University of Sunderland,S84,Washington and Chester le Street Teacher Training Alliance,2W4,2023
University of Sussex,S90,Benfield Primary School,2FH,2023
University of Sussex,S90,Bohunt Education Trust,1DP,2023
University of Sussex,S90,Bosco Sussex,1KY,2023
University of Sussex,S90,Kent Oaks Consortium,2CC,2023
University of Sussex,S90,Swale Academies Trust,14H,2023
University of Sussex,S90,Valley Invicta Teacher Training (VITT),1CU,2023
University of Sussex,S90,Waldegrave Training Alliance,1FP,2023
University of Sussex,S90,Wealden Partnership,1Z2,2023
"University of the West of England, Bristol",B80,Bristol Cathedral,2HN,2023
"University of the West of England, Bristol",B80,Bristol Primary Training and Support Alliance (Whitehall Primary/Ashley Down Primary),1PL,2023
"University of the West of England, Bristol",B80,Swindon Teacher Training Partnership,2KD,2023
University of Warwick,W20,Academies Enterprise Trust: West Midlands,2CJ,2023
University of Warwick,W20,Achieve with TELA,1R3,2023
University of Warwick,W20,Arden Alliance,2BU,2023
University of Warwick,W20,Bishop Challoner Training School,1K2,2023
University of Warwick,W20,Caludon Castle School,179,2023
University of Warwick,W20,Creative Education Trust,5A1,2023
University of Warwick,W20,Futures Teaching,2KR,2023
University of Warwick,W20,Lawrence Sheriff School,1GH,2023
University of Warwick,W20,Southam Teaching Alliance,2BN,2023
University of Warwick,W20,St Paul's Caritas Christi,242,2023
University of Warwick,W20,The Lion Alliance,1K1,2023
University of Warwick,W20,Transforming Lives Educational Trust Initial Teacher Training (TLET ITT),1XO,2023
University of Winchester,W76,Bitterne Park Teacher Training Alliance,1F6,2023
University of Winchester,W76,Bohunt Education Trust,1DP,2023
University of Winchester,W76,Bransgore Initial teacher Training (BITT) – School Direct,19F,2023
University of Winchester,W76,Gosport and Fareham Multi-Academy Trust,1AS,2023
University of Winchester,W76,Halterworth Training School Partnership,1A8,2023
University of Winchester,W76,Southampton Inclusion Partnership,26W,2023
University of Winchester,W76,The Rural Schools Alliance,2EN,2023
University of Winchester,W76,Wessex Teach,1QW,2023
University of Wolverhampton,W75,ConnectEd Partnership,27U,2023
University of Wolverhampton,W75,Forward Education Trust ITT,1MR,2023
University of Wolverhampton,W75,Lindens,14S,2023
University of Wolverhampton,W75,Telford Partnership,2GO,2023
University of Wolverhampton,W75,Windsor Academy Trust,2HE,2023
University of Wolverhampton,W75,Wood Green ITT Alliance,1O7,2023
University of Worcester,W80,Black Pear Trust Alliance,2HC,2023
University of Worcester,W80,Castleman Learning Network,1RP,2023
University of Worcester,W80,Cleeve School,3B6,2023
University of Worcester,W80,Diocese of Worcester Multi Academy Trust,6H6,2023
University of Worcester,W80,Hereteach Alliance,22V,2023
University of Worcester,W80,Lord Scudamore Primary Academy,19N,2023
University of Worcester,W80,Riverley Primary School,2LF,2023
University of Worcester,W80,River Wye Federation,2JP,2023
University of Worcester,W80,Shires Teaching Alliance,2EB,2023
University of Worcester,W80,Somers Park Primary School,28W,2023
University of Worcester,W80,South Bromsgrove Teacher Training Partnership,19S,2023
University of Worcester,W80,Stour Vale School Direct,1FA,2023
University of Worcester,W80,The Diocese of Hereford Multi Academy Trust,2D3,2023
University of Worcester,W80,The Spire Church of England Learning Trust,3G4,2023
University of Worcester,W80,Welford-on-Avon Primary School,2L6,2023
University of York,Y50,All Saints RC School,2KH,2023
University of York,Y50,Pathfinder Teaching School Hub,1VU,2023
University of York,Y50,Yorkshire Schools Alliance,15X,2023
West Essex SCITT,2BB,West Essex SCITT (St John's C of E Primary School),15D,2023
Wildern Partnership,1WH,Wildern School,1LC,2023
Yorkshire and Humber Teacher Training,2B2,Active Teacher Training,2KL,2023
Yorkshire Wolds Teacher Training,2EV,Horizon Schools Direct,1OL,2023
Yorkshire Wolds Teacher Training,2EV,Riding Forward Education Alliance,1PU,2023
York St John University,Y75,All Saints RC School,2KH,2023
York St John University,Y75,Campus Stockton Teaching Alliance,2JJ,2023
York St John University,Y75,Esk Valley Alliance,1XT,2023
York St John University,Y75,Hope Sentamu Learning Trust,1DH,2023
York St John University,Y75,Middlesbrough Schools' Teaching Alliance,1SP,2023
York St John University,Y75,Polaris,2GW,2023
York St John University,Y75,Scarborough TSA - Coast & Vale Learning Trust,ST8,2023
York St John University,Y75,White Rose Alliance,196,2023
