accredited_provider_name,accredited_provider_code,training_provider_name,training_provider_code,academic_year_code
University of Exeter,E84,TADSS ITT Partnership,26E,2022
University of Exeter,E84,Uffculme School,1TK,2022
University of Greenwich,G70,Heronsgate Primary School,1EE,2022
University of Greenwich,G70,Teach Thurrock Primary Partnership,166,2022
University of Greenwich,G70,The Primary First Trust,2A3,2022
University of Greenwich,G70,Valley Invicta Teacher Training (VITT),1CU,2022
University of Hertfordshire,H36,AIM Alliance Schools,2FR,2022
University of Hertfordshire,H36,Amwell View School,1AC,2022
University of Hertfordshire,H36,Chauncy Training Partnership,1RK,2022
University of Hertfordshire,H36,Hitchin Boys' School,1QY,2022
University of Hertfordshire,H36,Pan Enfield  Alliance,1KC,2022
University of Hertfordshire,H36,Parmiter's School,1D5,2022
University of Hertfordshire,H36,Richard Hale School/The Sele School Partnership,1N6,2022
University of Hertfordshire,H36,St Clement Danes School,3D3,2022
University of Hertfordshire,H36,The Challoner’s High Bucks Hub,2FX,2022
University of Hertfordshire,H36,The Wroxham School,12M,2022
University of Hertfordshire,H36,Warren Dell Primary School,215,2022
University of Hertfordshire,H36,Watford Grammar School for Girls,12L,2022
University of Huddersfield,H60,Calderdale and Kirklees Teaching School Hub,1ZG,2022
University of Huddersfield,H60,Five Towns ITT Partnership,2FW,2022
University of Huddersfield,H60,Learners First Schools Partnership,1GX,2022
University of Huddersfield,H60,New Collaborative,2AJ,2022
University of Huddersfield,H60,Sola Fide Multi-Academy Trust,1NC,2022
University of Huddersfield,H60,Valley Trust (formerly TRISIS),2HM,2022
University of Huddersfield,H60,Yorkshire Anglican Learning and Education Partnership,13J,2022
University of Leicester,L34,Futures Teaching,2KR,2022
University of Leicester,L34,LiFE MAT and Partners School Direct,1A4,2022
University of Leicester,L34,Lionheart Teach,1O8,2022
University of Leicester,L34,Northamptonshire Teaching School Hub,1QM,2022
University of Newcastle Upon Tyne,N21,Cardinal Hume Catholic School,198,2022
University of Newcastle Upon Tyne,N21,Emmanuel Teacher Training Partnership,14U,2022
University of Newcastle Upon Tyne,N21,St Mary's Catholic School,2KN,2022
University of Northampton,N38,Northamptonshire Teaching School Hub,1QM,2022
University of Northampton,N38,Upton Meadows Primary School,222,2022
University of Northumbria at Newcastle,N77,North East Schools Teaching Alliance,1ZA,2022
University of Northumbria at Newcastle,N77,Teach North East,1D7,2022
University of Portsmouth,P80,Academies Enterprise Trust: South East,2CF,2022
University of Portsmouth,P80,Bohunt Education Trust,1DP,2022
University of Southampton,S27,Bitterne Park Teacher Training Alliance,1F6,2022
University of Southampton,S27,Island Teaching Alliance,2HQ,2022
University of Sunderland,S84,Darlington West Park Partnership,1DB,2022
University of Sunderland,S84,Durham Schools Together,2DP,2022
University of Sunderland,S84,Sunderland Nursery Schools,2JQ,2022
University of Sunderland,S84,Teach North East,1D7,2022
University of Sunderland,S84,Washington and Chester le Street Teacher Training Alliance,2W4,2022
University of Sussex,S90,Benfield Primary School,2FH,2022
University of Sussex,S90,Bohunt Education Trust,1DP,2022
University of Sussex,S90,Bosco Sussex,1KY,2022
University of Sussex,S90,Kent Oaks Consortium,2CC,2022
University of Sussex,S90,Swale Academies Trust,14H,2022
University of Sussex,S90,Valley Invicta Teacher Training (VITT),1CU,2022
University of Sussex,S90,Wealden Partnership,1Z2,2022
"University of the West of England, Bristol",B80,Bristol Cathedral,2HN,2022
"University of the West of England, Bristol",B80,Bristol Early Years Teaching Consortium,1LF,2022
"University of the West of England, Bristol",B80,Bristol Primary Training and Support Alliance (Whitehall Primary/Ashley Down Primary),1PL,2022
"University of the West of England, Bristol",B80,Swindon Teacher Training Partnership,2KD,2022
University of Winchester,W76,Bitterne Park Teacher Training Alliance,1F6,2022
University of Winchester,W76,Bohunt Education Trust,1DP,2022
University of Winchester,W76,Gosport and Fareham Multi-Academy Trust,1AS,2022
University of Winchester,W76,Halterworth Training School Partnership,1A8,2022
University of Winchester,W76,Harrison Primary School,1AT,2022
University of Winchester,W76,Southampton Inclusion Partnership,26W,2022
University of Wolverhampton,W75,ConnectEd Partnership,27U,2022
University of Wolverhampton,W75,Lindens,14S,2022
University of Wolverhampton,W75,Stour Vale Academy Trust,1FA,2022
University of Wolverhampton,W75,Wood Green ITT Alliance,1O7,2022
University of Worcester,W80,Cleeve School,3B6,2022
University of Worcester,W80,Futures Teaching,2KR,2022
University of Worcester,W80,Hereteach Alliance,22V,2022
University of Worcester,W80,Lord Scudamore Primary Academy,19N,2022
University of Worcester,W80,Riverley Primary School,2LF,2022
University of Worcester,W80,River Wye Federation,2JP,2022
University of Worcester,W80,Somers Park Primary School,28W,2022
University of Worcester,W80,South Bromsgrove Teacher Training Partnership,19S,2022
University of Worcester,W80,Stour Vale Academy Trust,1FA,2022
University of Worcester,W80,The Diocese of Hereford Multi Academy Trust,2D3,2022
University of Worcester,W80,The Spire Church of England Learning Trust,3G4,2022
University of Worcester,W80,Welford-on-Avon Primary School,2L6,2022
West Essex SCITT,2BB,West Essex SCITT (St John's C of E Primary School),15D,2022
Yorkshire Wolds Teacher Training,2EV,Horizon Schools Direct,1OL,2022
Yorkshire Wolds Teacher Training,2EV,Riding Forward Education Alliance,1PU,2022
York St John University,Y75,Campus Stockton Teaching Alliance,2JJ,2022
York St John University,Y75,Esk Valley Alliance,1XT,2022
York St John University,Y75,Middlesbrough Schools' Teaching Alliance,1SP,2022
York St John University,Y75,Polaris,2GW,2022
York St John University,Y75,St George's CofE VA Primary,1SO,2022
York St John University,Y75,St Hugh's School,1RZ,2022
York St John University,Y75,White Rose Alliance,196,2022
